fluorochrome	type	nm	norm_intensity	source	num
eFluor700	em	680	100	bl	1
eFluor700	ex	300	100	bl	1
eFluor710	em	709	100	th	1
eFluor710	ex	642	34	th	1
eFluor710	ex	690	100	th	2
eGFP	em	510	100	bd	1
eGFP	ex	489	100	bd	1
eGFP	em	510	100	th	1
eGFP	ex	489	100	th	1
eRFP	em	608	100	bd	1
eRFP	ex	343	20	bd	1
eRFP	ex	379	21	bd	2
eRFP	ex	503	59	bd	3
eRFP	ex	585	100	bd	4
eYFP	em	529	100	bd	1
eYFP	ex	515	99	bd	1
eYFP	em	529	100	th	1
eYFP	ex	514	100	th	1
mBanana	em	553	100	th	1
mBanana	ex	540	100	th	1
mCherry	em	610	100	bd	1
mCherry	ex	344	23	bd	1
mCherry	ex	586	100	bd	2
mCherry	em	610	100	bl	1
mCherry	ex	344	23	bl	1
mCherry	ex	366	12	bl	2
mCherry	ex	586	100	bl	3
mCherry	em	610	100	th	1
mCherry	ex	586	100	th	1
mHoneyDew	em	562	100	th	1
mHoneyDew	ex	478	100	th	1
mHoneyDew	ex	503	92	th	2
mOrange	em	562	100	th	1
mOrange	ex	515	52	th	1
mOrange	ex	548	100	th	2
mPlum	em	651	99	bl	1
mPlum	ex	588	100	bl	1
mPlum	em	647	100	th	1
mPlum	ex	589	100	th	1
mRaspberry	em	624	100	th	1
mRaspberry	ex	598	100	th	1
mScarlet	em	593	100	th	1
mScarlet	ex	570	100	th	1
mTangerine	em	585	100	th	1
mTangerine	ex	568	100	th	1
pHrodoGreenAM	em	533	100	bd	1
pHrodoGreenAM	ex	509	100	bd	1
pHrodoRedAM	em	586	100	bd	1
pHrodoRedAM	ex	559	100	bd	1
tdTomato	em	581	100	bd	1
tdTomato	ex	335	19	bd	1
tdTomato	ex	555	100	bd	2
tdTomato	em	581	100	th	1
tdTomato	ex	555	100	th	1
